# x [Mpc/h]	y [Mpc/h]	z [Mpc/h]	Mh [Msun]
 35.5790	 61.2374	 55.5551	2.0990e+10
 51.5612	  5.1516	 16.3486	2.0990e+10
 53.4202	  1.7778	 18.0058	1.9775e+10
 45.1164	 18.6363	 33.0935	1.9082e+10
 44.7485	 15.4903	 40.3653	1.3357e+10
 48.2045	 15.7877	 58.3847	1.4745e+10
 47.6676	 23.4643	 11.6904	2.2724e+10
 45.1824	 27.0266	 26.4811	2.1163e+10
 47.8189	 41.4559	 14.9409	1.6480e+10
 50.4841	 37.8578	 52.0293	1.9949e+10
 51.4467	 51.6651	 29.3379	1.9082e+10
 52.4684	 49.2711	 37.5431	2.2898e+10
 53.7724	 58.9548	 63.1829	2.0816e+10
 57.5775	  8.6115	 26.8567	2.1163e+10
 57.1529	  3.3849	 22.4104	2.2204e+10
 53.3922	 15.9829	  7.1509	2.4286e+10
 53.1757	 12.1800	 17.8339	1.8561e+10
 58.2484	 16.6490	 39.0096	2.0643e+10
 55.2947	 19.2662	  0.9772	1.8214e+10
 51.3554	 14.3014	  8.5119	1.3184e+10
 56.4223	 17.4305	 19.4391	2.0643e+10
  0.7540	 21.1182	 31.9583	2.0469e+10
 57.5659	 19.9308	 57.6003	2.0643e+10
 60.7177	 26.5989	 18.3883	2.2724e+10
 58.9374	 34.5206	  2.4358	2.0122e+10
 57.6979	 35.6054	 16.6394	2.1163e+10
 45.2038	 37.7522	 20.6829	2.2377e+10
 52.4803	 36.8233	 26.3809	1.9949e+10
 57.5188	 33.3354	 47.2476	1.9949e+10
 57.5875	 38.2128	  0.9014	2.2377e+10
 53.8428	 41.5758	 21.8303	1.9949e+10
 63.8015	 43.4385	 17.1200	2.2377e+10
 61.7475	 40.6624	 42.2980	2.0296e+10
 61.5611	 43.4287	 56.7486	1.9602e+10
 63.7129	 50.6702	  9.6156	2.3071e+10
 55.1308	 53.5553	 22.7347	1.8041e+10
 58.8407	 49.6465	 20.4125	2.2204e+10
 61.3310	 46.5715	 33.9634	7.6326e+09
 55.9626	 47.1048	 44.5121	1.8561e+10
 61.2030	 59.9501	 11.7083	2.2031e+10
 57.2593	 59.7446	 39.0864	1.9949e+10
 59.5735	  2.3814	 45.5776	1.9082e+10
 58.2332	 55.5007	 53.6381	1.9082e+10
 62.1474	 58.4451	 61.1011	2.1857e+10
  8.0365	 10.6020	 35.5702	2.3245e+10
  1.4479	  8.3684	 12.5064	1.9602e+10
  3.4259	 14.3002	 54.1608	2.1510e+10
  4.1302	 13.4590	 59.7508	2.0469e+10
  6.6130	 17.7968	  2.3030	2.0816e+10
  4.9570	 24.2588	 16.2895	1.7867e+10
  0.8570	 25.9952	  0.0517	1.8735e+10
  0.7169	 26.1767	  2.6803	1.9428e+10
  6.0896	 28.9980	 20.4209	1.8561e+10
  4.3273	 23.6090	 31.2030	1.9255e+10
  2.1287	 25.8239	 43.7731	2.2377e+10
 63.8852	 23.9815	 53.7538	1.9082e+10
  2.5671	 33.8549	 14.6476	1.7867e+10
 63.0201	 39.1989	 28.4435	1.9428e+10
 63.5972	 36.6774	 43.3227	2.2898e+10
  9.8383	 34.6952	 40.4194	2.0816e+10
  1.6817	 35.7772	 55.3461	2.2377e+10
 63.2746	 43.7885	 15.0017	2.3071e+10
 63.8977	 43.0884	 44.8201	2.1163e+10
  9.5008	 39.9845	 43.5720	1.6306e+10
 10.2674	 41.1535	 44.7724	1.9949e+10
  4.0463	 40.8322	 52.4566	1.8561e+10
  6.6763	 47.9214	  1.1602	1.7520e+10
 63.3900	 49.9196	  9.3042	7.9796e+09
  2.7341	 51.2078	 11.1507	2.2204e+10
  6.3455	 56.4417	 50.5566	1.4745e+10
  6.9535	 51.9906	 49.8720	2.0469e+10
 63.1640	 56.6488	 12.7239	2.0990e+10
 63.9371	 60.5590	 34.7389	1.7000e+10
  4.9196	  8.4767	  6.0395	1.4918e+10
  5.6525	  7.4794	 12.3530	1.9775e+10
 13.6102	 11.9862	 17.8009	2.2377e+10
 11.2387	 10.6184	 35.1888	1.9428e+10
  8.2930	  6.4725	 44.0401	1.8908e+10
 20.6454	  3.6168	 41.6304	2.0816e+10
 10.5791	  5.9231	 60.6898	1.3357e+10
  8.4305	  5.6291	  0.1990	1.0755e+10
 12.6337	  3.8324	 61.8802	1.9255e+10
  8.7295	 14.7893	 10.9511	8.1530e+09
 22.7327	 21.7947	 45.3718	1.9255e+10
  9.0154	 14.2166	  7.4268	2.2204e+10
 11.0244	 14.8098	 11.7412	2.1857e+10
 14.3749	 20.4248	 23.5631	0.0000e+00
 21.5805	 22.5622	 44.8827	2.3592e+10
 16.6689	 23.5757	 47.5490	2.0643e+10
 18.9107	 21.6262	 56.0106	1.0755e+10
 19.7244	 34.7052	 15.1514	2.0990e+10
 20.3479	 29.2252	 40.7046	1.5786e+10
 19.2444	 27.0092	 44.9196	1.9255e+10
 13.2447	 36.5970	  8.4389	1.7347e+10
 19.6097	 32.9141	 16.2556	2.3071e+10
 19.4250	 30.4659	 32.1321	1.8041e+10
 14.0837	 37.7607	 16.0917	2.2204e+10
 13.3817	 35.4718	 21.8927	1.2490e+10
 12.0906	 41.6825	 43.4181	1.8908e+10
  3.1922	 54.9904	 11.1376	2.0122e+10
 16.3628	  3.3427	  1.9009	1.7520e+10
  2.6038	 54.5636	  9.6960	2.0643e+10
  8.7067	 57.1679	  5.3469	2.1684e+10
  7.0910	 57.0459	 10.6216	1.9428e+10
 21.0870	  6.5388	 61.0507	2.1163e+10
 16.2798	  7.3566	 23.8529	1.4051e+10
 23.1063	  9.6379	 33.0322	2.1684e+10
 21.2097	 19.9935	 35.2973	2.1163e+10
 24.0290	  6.4561	 57.4653	1.5439e+10
 23.4774	  6.4261	 58.4205	1.8735e+10
 19.6872	 20.0817	  8.5028	2.0816e+10
 19.8550	 25.7352	 31.6609	1.3184e+10
 24.4235	 24.9329	 40.4879	2.2551e+10
 20.6869	 21.4657	 50.4584	1.9775e+10
 21.4923	 29.7849	 23.5411	2.0816e+10
 27.8002	 26.3130	 37.7990	1.9775e+10
 22.8518	 25.8013	 33.3143	2.2031e+10
 21.5440	 28.4648	 49.2854	2.2724e+10
 15.7024	 33.6408	  1.5040	2.1857e+10
 16.0546	 41.5899	 62.4665	1.6826e+10
 21.0080	 34.0021	 46.7036	1.0929e+10
 22.0249	 36.6509	 50.6174	1.9255e+10
 22.1185	 33.8030	 51.5007	2.4633e+10
 23.0406	 34.2519	 55.2789	2.0990e+10
 29.8963	 41.5663	 12.7867	1.0929e+10
 25.5191	 39.1573	 47.1248	2.2898e+10
 19.2862	 45.9191	 56.9003	1.8041e+10
 20.6136	 54.1898	 60.5199	2.0643e+10
 24.7394	 59.5342	  2.2216	1.5265e+10
 18.6112	 53.2567	 11.9935	1.8735e+10
 31.1534	  9.2466	 63.5644	2.1163e+10
 29.0662	 11.1322	  4.8761	1.9428e+10
 26.9748	 15.3863	 11.3470	1.9602e+10
 31.1526	 13.0666	 18.9492	2.2724e+10
 35.0894	 12.0952	 21.1033	2.1684e+10
 29.6696	 20.4675	 34.5326	1.1449e+10
 27.1944	 18.6963	 48.0683	2.3245e+10
 26.0203	 11.5211	 60.2019	2.1337e+10
 28.6240	 36.0773	 10.9394	1.7347e+10
 29.2196	 29.8085	 58.7997	2.2377e+10
 31.9535	 38.9994	 16.1615	2.2898e+10
 25.8447	 27.0298	 36.8360	9.5408e+09
 28.0785	 47.4575	  8.9859	1.8908e+10
 27.9016	 31.1158	 37.9474	1.8735e+10
 22.5245	 40.0960	 50.0951	2.2898e+10
 24.9025	 40.0638	 50.7525	1.6480e+10
 28.0204	 57.7144	 62.9205	2.0816e+10
 24.0051	 60.5823	 57.5571	1.1275e+10
 25.9972	  0.7629	 59.4317	1.3531e+10
 46.4909	  8.5535	  8.7047	1.8561e+10
 42.3826	  2.1651	 19.3118	2.0643e+10
 47.3061	 10.2506	 19.7512	1.7347e+10
 34.7674	 10.1466	 45.9651	1.9775e+10
 40.4864	 16.3043	 25.8888	1.9602e+10
 38.8639	 13.8794	 27.8718	2.1163e+10
 44.0058	 15.1776	  7.1902	1.8908e+10
 45.8146	 20.3192	 17.4047	2.2724e+10
 29.5653	 26.5839	 35.8169	8.1530e+09
 31.7718	 12.3232	 53.5018	2.2377e+10
 34.5186	 14.3290	 57.9173	2.1337e+10
 43.8738	 26.9782	 14.3301	1.1102e+10
 34.9990	 27.3333	 32.3462	1.1622e+10
 34.2983	 31.2869	 54.1469	2.3418e+10
 41.7950	 24.0755	 57.1986	2.1684e+10
 34.8065	 38.0909	 10.6615	1.7000e+10
 31.6910	 25.4526	 34.5051	1.8041e+10
 42.0837	 38.1370	 23.7922	2.0643e+10
 35.7613	 37.3815	 24.2968	1.9428e+10
 38.8183	 44.4270	 48.7444	1.6133e+10
 35.3307	 44.6147	 53.1614	2.0296e+10
 33.6286	 43.0939	 60.2343	1.3357e+10
 36.7553	 41.6747	 54.4335	2.2031e+10
 39.6104	 50.9087	 12.8811	2.0816e+10
 39.3773	 50.1117	 12.9278	1.1969e+10
 41.7507	 53.3434	 13.7361	1.6653e+10
 42.7275	 43.0611	 29.9340	2.1510e+10
 47.6884	 11.1246	 19.6386	2.1337e+10
 47.6968	 10.6389	  9.9022	2.1510e+10
 48.3244	 10.2449	 12.3536	2.1510e+10
 43.8345	 18.7194	 47.2423	1.7520e+10
 40.7470	 23.9859	 30.6333	2.0296e+10
 42.3750	 18.4653	 46.9944	2.0469e+10
 45.8714	 36.2011	 19.6477	1.8908e+10
 40.4319	 28.2295	 34.6588	1.9428e+10
 42.3200	 28.8096	 39.9419	4.8571e+09
 45.0724	 33.0264	 43.3779	2.0643e+10
 43.2514	 38.7390	  3.5554	1.8561e+10
 44.0592	 46.6072	 11.1210	1.9949e+10
 44.8507	 46.7311	  4.9631	2.2204e+10
 38.4855	 44.3386	 55.1669	1.9775e+10
 46.0028	 36.9520	 48.1828	2.0643e+10
 44.8004	 52.7998	 13.1714	1.8908e+10
 41.9924	 45.6669	 44.5522	1.8214e+10
 42.8120	 53.7250	 57.2689	2.2031e+10
 46.1030	 55.2374	 20.4889	2.3418e+10
 41.9507	  0.9474	 40.6064	2.1163e+10
 48.9932	 10.9620	 18.9347	1.9428e+10
 50.0026	 12.3185	 37.2217	2.0990e+10
 48.5396	  5.0560	 58.8448	2.1510e+10
 49.8258	  8.9271	 17.8396	2.0816e+10
 49.7247	 15.1241	 42.9853	2.2031e+10
 45.4049	 21.0650	 45.6053	1.9602e+10
 48.2036	 30.6485	 14.0698	1.9602e+10
 49.7056	 28.7315	 16.7073	2.3245e+10
 44.7511	 34.3432	 26.4341	1.8735e+10
 42.7553	 26.4155	 46.5351	2.0296e+10
 41.4144	 31.9049	 34.6641	1.7694e+10
 45.9076	 33.8921	 44.9583	2.2031e+10
 51.5739	 34.5297	 54.7548	2.1684e+10
 47.2552	 44.1616	 15.5293	1.9082e+10
 50.9726	 40.6417	 55.6834	1.6133e+10
 50.9057	 49.3527	 18.3371	1.7694e+10
 52.5526	 51.1578	 24.1495	2.2204e+10
 48.3928	 48.3949	 27.7152	2.1163e+10
 55.8835	 48.0813	 45.2938	1.7173e+10
 48.7193	 54.4686	 61.4213	2.2204e+10
 47.6497	 51.8464	  5.3770	2.0469e+10
 51.9731	 63.3316	 30.5477	2.2724e+10
 59.7411	  1.2173	  8.4356	2.1163e+10
 60.5391	 63.9965	  8.9262	2.0990e+10
 57.8155	  5.8026	 15.0056	1.7000e+10
 61.7561	  7.7610	 63.3021	2.1510e+10
 55.2637	  7.8578	 10.7937	1.9949e+10
 58.4951	 15.9592	  9.9359	1.9775e+10
 50.1555	  6.3911	 12.8816	1.8908e+10
  0.3395	 16.4687	 27.4156	1.8908e+10
 56.0933	 15.5960	 36.0142	2.0816e+10
 59.8986	 11.5420	 32.5884	2.1163e+10
 60.2196	 16.1805	 54.1744	1.6306e+10
 53.4071	 18.5745	  2.2695	1.9255e+10
 52.9173	 26.2585	 20.2517	2.1684e+10
 59.4628	 26.1022	 47.9280	2.0816e+10
 60.0655	 39.5811	  3.3310	1.7347e+10
 57.8168	 35.6694	 13.2192	1.8561e+10
 54.5955	 31.5593	 48.2930	1.9255e+10
 58.2278	 33.3618	 47.0693	2.2377e+10
 61.5627	 44.9660	  6.0294	1.7000e+10
  0.5451	 49.2226	  7.3198	2.1163e+10
 56.2343	 40.2631	 52.1951	2.2551e+10
 58.8831	 42.7723	 53.8089	1.8561e+10
  0.2517	 58.6974	  8.3283	2.1337e+10
 57.6531	 55.1202	 16.1409	1.8735e+10
 57.0121	 49.6259	 25.0156	1.9082e+10
 61.3409	 49.7032	 50.7656	1.3877e+10
  0.9124	 60.0178	  5.8348	1.3010e+10
 55.7318	 57.3452	 18.1029	2.2377e+10
 57.7648	 61.5371	 16.0308	1.5786e+10
 56.7383	 57.3270	 20.0597	2.1337e+10
 55.9967	 56.5623	 25.0200	1.9428e+10
 60.2315	  2.7943	 15.4336	1.1969e+10
 56.6583	  0.6730	 18.0091	1.7520e+10
 61.4849	  7.5824	 31.4063	1.9082e+10
  1.5828	  6.9419	 37.2892	2.2551e+10
  4.2239	  1.9510	 49.1452	1.9949e+10
 63.0016	  8.2986	 14.3088	1.8908e+10
 12.8420	 19.1977	 26.8533	2.3765e+10
  5.3386	 31.4382	 19.6345	1.7173e+10
  4.3483	 29.6242	 32.1040	2.2898e+10
 60.8191	 24.7830	 58.5128	2.0122e+10
  2.5969	 24.3325	 49.6438	1.9428e+10
 10.0543	 43.1521	  0.3381	2.2551e+10
  0.2075	 35.0091	 17.6769	2.3418e+10
  4.0911	 32.7212	 10.0047	2.0122e+10
 63.4823	 34.9380	 55.2599	1.3184e+10
  2.5733	 31.7170	 52.4834	2.1337e+10
  7.7752	 35.6108	 63.8428	1.8561e+10
  7.3119	 46.1818	  7.8223	2.0816e+10
  4.2536	 37.9961	 23.1001	1.1449e+10
 11.1420	 46.7584	 53.7175	2.1163e+10
  6.6769	 39.1302	 59.8863	2.1857e+10
  2.5286	 47.3522	 37.5498	1.6133e+10
  3.3573	 48.1870	 44.2732	1.9428e+10
  2.0709	 49.8571	 51.6227	1.9082e+10
  6.6689	 57.4804	 52.3737	2.1684e+10
 13.5641	 49.8338	  1.4041	1.6826e+10
 59.9992	 61.0888	 12.7882	2.2204e+10
 63.5674	 56.3577	 13.4225	1.6653e+10
 61.6177	 53.6001	 28.3628	1.1449e+10
 14.2520	  3.7931	  1.8168	1.9428e+10
  3.8564	  1.9696	 15.2051	2.0122e+10
 17.8104	  5.9843	 39.7744	1.8561e+10
 21.8307	 60.5540	 58.4097	1.7520e+10
 14.9635	  0.8373	 60.2519	1.9255e+10
 18.1494	 21.1072	 37.0906	1.9428e+10
  9.9543	 14.1304	  7.5450	2.0816e+10
 12.8778	 23.1692	 45.9757	2.1857e+10
 14.5839	 27.7563	 22.0007	2.0469e+10
 14.9650	 29.0649	 53.2352	1.5265e+10
 16.8918	 33.4843	 17.1544	1.9082e+10
 23.3464	 25.2780	 34.5511	2.2377e+10
 19.4861	 27.8978	 38.6503	1.9602e+10
 13.1049	 40.2058	 58.4132	2.2031e+10
 20.0461	 40.8738	 54.6270	2.0469e+10
 19.8359	 51.1692	 61.7516	2.4286e+10
 13.0149	 51.9871	  3.1262	2.1510e+10
  7.8281	 54.1943	  6.7369	1.8041e+10
  3.9154	 45.3623	 30.6028	1.8561e+10
 12.2391	 52.1350	 34.5075	1.9775e+10
 12.0633	 56.8207	 53.8735	1.6653e+10
 12.3946	 54.2400	  3.0354	2.0122e+10
 16.0452	 51.5531	  2.6934	2.2724e+10
  6.9162	  0.3038	 16.1760	1.6133e+10
 17.5042	  6.7667	 63.4858	2.0469e+10
 17.1719	  7.9691	  9.9899	2.3071e+10
 21.9667	  6.2768	 46.6464	2.2377e+10
 23.2476	  1.3096	 48.6895	2.0469e+10
 26.0842	  6.9425	 51.2078	1.7694e+10
 23.4164	  6.9357	 52.8831	2.0296e+10
 22.5410	  5.6140	 61.5083	1.6133e+10
 15.0529	 15.6358	 17.1002	2.3245e+10
 26.7765	 10.6930	 49.5314	1.5439e+10
 20.1055	 11.5510	 59.0425	1.3010e+10
 20.2577	 18.0468	  1.8386	1.9602e+10
 19.4273	 30.3994	  6.4585	1.9082e+10
 18.1386	 29.4392	  0.7283	2.1684e+10
 26.5027	 29.4413	  4.4012	1.8214e+10
 26.0359	 35.6372	 16.1975	0.0000e+00
 24.9380	 27.4440	 37.9772	1.5612e+09
 23.8799	 26.4722	 41.6161	2.0990e+10
 26.1766	 45.2590	  8.7796	2.1684e+10
 29.1346	 40.6459	 12.6830	2.3418e+10
 23.4364	 35.1079	 43.5666	2.2204e+10
 20.6416	 39.9785	 48.0039	4.1632e+09
 21.3352	 46.5885	 33.6725	2.1857e+10
 19.2479	 41.9246	 49.0087	1.9602e+10
 21.3540	 60.2313	 60.5194	2.2724e+10
 17.6245	 63.5845	  3.7184	2.1337e+10
 19.2318	 63.4090	 16.0546	1.6653e+10
 24.2672	 59.5817	 59.2505	1.5959e+10
 24.6261	 10.7762	 14.9295	1.6826e+10
 24.8938	 10.5876	 15.7927	1.9602e+10
 36.4753	  7.6518	 17.0122	2.0816e+10
 28.3059	  4.3469	 54.7450	1.2663e+10
 30.4283	 21.3087	 35.6800	1.7173e+10
 28.0762	  7.9527	 55.4884	1.7173e+10
 24.4915	 28.6547	 10.8384	1.8908e+10
 31.1621	 39.7771	 13.5527	0.0000e+00
 24.0676	 29.6943	 26.4886	1.8041e+10
 33.9658	 36.2958	 25.2652	2.0990e+10
 27.2996	 24.3021	 37.6325	1.8735e+10
 25.4610	 27.1857	 40.2413	1.7867e+10
 25.0563	 27.2525	 38.3715	7.6326e+09
 29.7746	 35.9138	 23.2080	2.0643e+10
 28.5053	 40.7052	 47.6834	2.0816e+10
 29.9662	 38.5644	 15.1446	1.9949e+10
 27.8932	 60.5701	 26.4620	2.0122e+10
 35.5940	  8.5962	 45.0862	2.1857e+10
 31.2397	  7.5210	 57.7413	2.0122e+10
 37.8670	 14.5226	 45.3358	2.2377e+10
 41.6154	 12.3452	  2.1617	1.9775e+10
 44.2391	 21.4511	 13.6506	1.5092e+10
 42.8498	 22.7650	 17.7603	1.7347e+10
 32.6658	 21.0797	 53.4763	2.0469e+10
 31.7938	 27.3857	 34.9923	1.8908e+10
 32.1203	 36.0748	  8.5888	1.9775e+10
 37.3327	 35.6251	 23.7275	1.4745e+10
 37.0130	 27.8323	 46.8962	2.0122e+10
 37.4933	 32.7577	 57.4000	1.6480e+10
 36.1549	 41.9715	 51.3218	2.1337e+10
 40.9003	 52.8557	 13.7999	2.1337e+10
 42.8772	 39.3252	 20.4686	1.9082e+10
 35.8929	 56.7317	 48.9558	1.4745e+10
 24.1304	 62.8848	 58.8005	1.5786e+10
 48.0854	  4.0408	 10.0582	1.6480e+10
 47.7888	  7.8592	 19.3131	1.7000e+10
 49.5949	 12.2645	  7.8955	0.0000e+00
 44.9695	 16.3661	 38.6823	2.0122e+10
 41.6743	 13.0575	 58.8868	2.1510e+10
 47.0254	 19.7794	 52.9388	1.9082e+10
 47.9819	 19.9664	  5.2465	2.1857e+10
 49.2442	 17.4665	 11.5552	1.7000e+10
 50.7637	 13.4950	  6.2716	2.0296e+10
 39.6427	 21.6908	 40.2550	1.9082e+10
 45.2616	 31.4229	 21.7386	1.9775e+10
 42.7175	 38.7154	 23.6656	6.5918e+09
 41.2564	 35.4791	 32.5432	1.1275e+10
 44.5472	 30.0028	 49.8626	1.7347e+10
 41.3085	 37.3183	 28.5364	2.0990e+10
 39.5590	 42.0855	 39.3340	2.2377e+10
 36.2041	 40.1266	 51.9065	2.2377e+10
 41.9447	 44.3192	 57.3137	1.3531e+10
 39.9372	 51.9156	  8.7355	2.1684e+10
 41.7690	 48.5188	  9.2279	2.2724e+10
 41.7411	 53.4458	 13.6970	2.3245e+10
 48.1803	  6.2138	 58.7528	1.6480e+10
 40.6423	 20.6308	 33.0609	1.2663e+10
 51.5829	 16.4776	 34.9433	2.1510e+10
 49.9925	 17.4155	 43.4536	1.8214e+10
 49.2935	 20.5340	 46.7743	1.7173e+10
 45.3721	 23.5331	 20.1917	1.2490e+10
 48.1592	 17.8454	 27.1798	2.2724e+10
 50.1902	 16.8722	  2.9477	1.8561e+10
 51.2681	 19.9897	 61.6896	2.1684e+10
 51.3687	 19.6502	 62.1478	1.8908e+10
 43.0436	 26.1726	 23.2201	2.2204e+10
 41.6417	 28.5144	 38.0274	1.9775e+10
 50.3064	 40.2746	 12.0735	2.0990e+10
 50.3743	 31.6167	 53.3144	1.5786e+10
 51.3193	 26.1233	 55.9002	1.3357e+10
 51.3170	 34.7567	 61.3157	2.1510e+10
 49.2353	 46.4685	 17.9236	2.1857e+10
 48.2761	 42.5328	 21.5799	1.9602e+10
 46.1708	 43.4314	 30.5495	2.1163e+10
 47.5470	 44.5289	 32.1296	9.5408e+09
 46.8776	 44.5253	 55.0759	2.0990e+10
 47.0364	 41.7048	  0.7039	2.3592e+10
 47.5806	 46.2811	 21.2703	2.2377e+10
 49.3398	 51.1374	 37.0436	2.1684e+10
 46.7604	 46.1718	 38.7077	2.1510e+10
 51.0262	 51.9676	 40.2850	1.8214e+10
 46.7406	 54.2941	 53.2720	2.0816e+10
 49.1994	 50.4273	 57.6527	1.5786e+10
 53.9626	 57.5282	  0.0202	2.1684e+10
 53.6704	 61.2529	 24.4869	2.0469e+10
 48.9402	 57.1633	 39.1561	1.6306e+10
 52.6312	 59.9490	 47.5015	1.8735e+10
 52.1276	 57.7094	 54.8479	2.0990e+10
  0.5145	 63.9116	  5.9469	1.9255e+10
 53.2437	 19.7463	 50.9614	1.7867e+10
 58.3188	 17.8388	 49.4087	1.8561e+10
 59.8042	 15.3289	  0.8742	2.1857e+10
 53.2692	 18.3228	 21.3022	1.6653e+10
 55.5336	 19.0374	 18.8404	1.8388e+10
 61.4696	 26.6703	 15.0301	2.0990e+10
 57.3640	 30.8528	 19.5375	2.2204e+10
 48.4323	 35.1681	 23.4394	1.7520e+10
 62.8160	 26.2153	 21.8868	1.6480e+10
 55.8164	 25.4401	 39.3892	1.8561e+10
 61.7173	 25.9315	 46.5367	2.0469e+10
 56.0270	 24.2252	 54.8274	1.9255e+10
 46.4889	 37.3570	 21.4145	9.0204e+09
 58.4883	 35.3057	  0.7976	2.3592e+10
 57.0749	 43.5634	 15.9826	1.9082e+10
 62.8713	 47.1176	 13.0386	1.8388e+10
 59.8314	 42.9410	 15.2409	1.8388e+10
 62.1053	 44.1484	 38.2115	2.2377e+10
 53.8927	 50.3534	 17.8575	1.8041e+10
 57.1041	 61.3966	 22.7392	1.2837e+10
 61.8870	 56.7954	 52.5157	1.7867e+10
 61.7303	 60.0887	 52.8604	1.1796e+10
  2.2346	  7.1062	  7.3625	2.0643e+10
  1.7519	  3.5361	 44.3812	1.9775e+10
  6.1256	 16.4180	 28.7191	2.1337e+10
  1.8474	 22.2833	 27.5329	1.7000e+10
  2.5941	 20.2854	 47.6394	2.3071e+10
  2.6625	 21.8715	 59.7450	0.0000e+00
 14.1117	 26.9004	 40.7575	2.0990e+10
 10.9925	 24.7672	 45.7713	2.1684e+10
  1.5241	 22.1224	 60.0591	2.2724e+10
  8.0959	 37.3668	 12.6174	1.6133e+10
 62.1018	 32.2746	 11.7647	2.1857e+10
 13.7469	 31.0421	 36.7318	2.0816e+10
  2.2333	 44.8914	 12.0118	1.9082e+10
  1.9991	 47.6650	 11.2564	1.7520e+10
 63.7451	 43.2198	 25.6869	2.0469e+10
  6.0973	 40.9447	 57.8062	1.9949e+10
  2.1124	 46.1390	  3.1319	5.5510e+09
  5.3369	 48.0697	  0.0743	2.0990e+10
 11.8431	 42.6404	 62.5281	2.0469e+10
 60.7718	 51.8755	 18.9037	2.0469e+10
 61.9556	 52.7366	 14.4440	2.3071e+10
  0.0741	 48.8993	 21.1705	2.1510e+10
  3.5751	 47.7082	 61.3136	2.0122e+10
 61.1838	 59.8246	 12.3339	1.5612e+10
 61.3768	 61.8474	 13.3703	1.9082e+10
 62.4116	 62.6948	 13.9006	2.0122e+10
 62.5534	 58.5708	 15.9757	2.1510e+10
  3.7330	 63.1099	 38.2934	1.9255e+10
 11.1294	 58.7019	 54.9292	2.1857e+10
  6.0086	  2.3663	  5.3181	1.8388e+10
 14.0464	  2.5798	 61.1685	7.4592e+09
 13.6580	 19.2803	 18.4739	1.9775e+10
 18.4219	 12.2158	 40.5782	2.0122e+10
  9.6502	 22.0048	 59.2846	2.1510e+10
 17.6391	 27.1789	 38.0961	1.9949e+10
 14.5301	 36.3898	  9.6510	1.9775e+10
 11.3971	 35.8751	 15.1484	2.0296e+10
 13.2875	 35.4614	 15.2182	2.0469e+10
 18.9487	 34.3589	 13.7341	2.0816e+10
 20.0629	 32.0041	 17.6795	2.2898e+10
 15.0901	 34.0640	 42.4838	2.1163e+10
  8.1757	 48.3168	  5.8748	2.0990e+10
 14.3815	 41.0505	  7.1111	2.0469e+10
 15.5214	 43.2373	 11.4276	2.0296e+10
 16.1430	 36.5898	 45.9394	2.2724e+10
 12.7338	 52.1162	  2.9656	2.2031e+10
 18.0796	 51.0783	 55.8047	2.1684e+10
  4.8571	 60.6994	  3.5424	1.3877e+10
  7.9546	 63.8355	 31.4625	1.7173e+10
 14.1531	 59.4553	 56.3367	1.7173e+10
 19.7214	  3.2447	 62.8662	1.9082e+10
 27.8390	 12.2541	 35.2375	2.1684e+10
 19.0380	 12.0540	 62.6441	1.1102e+10
 22.8861	  7.8248	 61.8800	2.1510e+10
 18.2500	 13.7782	 12.5582	1.4051e+10
 17.8686	  8.6725	 58.3472	2.0469e+10
 19.1689	 11.8557	 62.8483	5.5510e+09
 20.5998	 25.4327	 57.0666	1.5092e+10
 22.6624	 31.4748	  8.4379	1.7000e+10
 23.1272	 27.1074	 31.4817	2.1163e+10
 22.0685	 33.1131	 45.0485	1.9428e+10
 25.7424	 34.9218	 16.5501	7.1122e+09
 20.1620	 31.1139	 28.4851	2.3071e+10
 28.1603	 33.8378	 22.6901	1.9602e+10
 17.1160	 49.0026	 59.3299	2.3418e+10
 20.4823	 44.4242	 10.0002	1.1969e+10
 16.9387	 44.2484	 26.1918	2.1163e+10
 26.1018	 61.3127	 57.1125	2.3071e+10
 23.5873	 62.7368	 28.2107	1.7520e+10
 26.1362	 59.7685	 24.0623	2.1857e+10
 28.3122	 14.0251	 35.4163	2.0643e+10
 28.9679	 14.0409	 35.0855	2.4286e+10
 34.2006	 20.8062	 35.8046	2.2724e+10
 26.5005	 17.4790	 42.4709	2.2204e+10
 27.2097	 21.3629	 40.3207	2.3071e+10
 25.8958	 14.4418	 49.9545	1.7520e+10
 30.3295	 14.7498	  1.4814	2.0990e+10
 27.0250	 23.2199	  9.1530	1.5959e+10
 24.5128	 29.5675	 17.0319	1.9949e+10
 32.6302	 18.5449	  6.6811	2.0122e+10
 25.2038	 25.1229	 38.4166	4.8571e+09
 30.9136	 25.3345	 37.5073	0.0000e+00
 29.5119	 27.1989	 36.9715	5.7245e+09
 26.9657	 17.4254	 51.3780	2.0816e+10
 23.3701	 34.7977	 17.7746	1.2837e+10
 24.5807	 25.7925	 47.7692	1.9255e+10
 27.4496	 32.1362	  6.7442	1.9428e+10
 30.1282	 35.2282	  9.4648	1.7867e+10
 30.5888	 34.5987	 56.8115	1.8908e+10
 31.7397	 37.8968	 28.8303	2.1510e+10
 30.1604	 40.6379	 55.9579	2.1510e+10
 29.5712	 40.8455	 13.8921	2.1337e+10
 34.5911	 52.7979	 12.7818	2.0816e+10
 34.7816	 56.0775	 42.9801	1.8214e+10
 30.0367	 56.3561	 63.7683	1.8561e+10
 28.8546	 60.4595	  5.6398	2.2377e+10
